fecha_hora,pozo_id,equipo_id,tipo_lodo,viscosidad_funnel,densidad_lpg,caudal_gpm,malla_api
2026-07-28 18:00:00,PZ-001,EQ-004,WBM,51.0,13.8,366.7,0
2026-07-29 00:00:00,PZ-001,EQ-004,OBM,69.2,14.0,398.1,0
2026-07-29 06:00:00,PZ-001,EQ-004,OBM,51.7,15.0,774.9,0
2026-07-29 12:00:00,PZ-001,EQ-004,WBM,77.0,14.4,628.2,0
2026-07-29 18:00:00,PZ-001,EQ-004,WBM,45.5,12.6,621.9,0
2026-07-30 00:00:00,PZ-001,EQ-004,OBM,56.4,13.5,795.7,0
2026-07-30 06:00:00,PZ-001,EQ-004,WBM,46.3,13.4,700.9,0
2026-07-30 12:00:00,PZ-001,EQ-004,WBM,82.8,9.4,631.7,0
2026-07-30 18:00:00,PZ-001,EQ-004,OBM,63.8,13.7,757.4,0
2026-07-31 00:00:00,PZ-001,EQ-004,WBM,79.5,11.2,370.9,0
2026-05-01 00:00:00,PZ-001,EQ-005,OBM,41.4,10.9,318.0,0
2026-05-01 06:00:00,PZ-001,EQ-005,OBM,84.2,13.5,388.9,0
2026-05-01 12:00:00,PZ-001,EQ-005,OBM,46.9,15.5,716.6,0
2026-05-01 18:00:00,PZ-001,EQ-005,OBM,49.0,10.5,678.6,0
2026-05-02 00:00:00,PZ-001,EQ-005,OBM,75.2,14.5,549.3,0
2026-05-02 06:00:00,PZ-001,EQ-005,OBM,69.5,10.6,450.7,0
2026-05-02 12:00:00,PZ-001,EQ-005,WBM,52.3,10.5,550.4,0
2026-05-02 18:00:00,PZ-001,EQ-005,WBM,72.4,13.8,352.7,0
2026-05-03 00:00:00,PZ-001,EQ-005,OBM,56.4,14.3,441.6,0
2026-05-03 06:00:00,PZ-001,EQ-005,WBM,77.8,12.1,650.2,0
2026-05-03 12:00:00,PZ-001,EQ-005,OBM,74.8,12.3,639.7,0
2026-05-03 18:00:00,PZ-001,EQ-005,OBM,62.4,14.9,740.7,0
2026-05-04 00:00:00,PZ-001,EQ-005,WBM,58.3,14.8,425.2,0
2026-05-04 06:00:00,PZ-001,EQ-005,OBM,55.9,13.5,435.1,0
2026-05-04 12:00:00,PZ-001,EQ-005,OBM,44.5,10.9,770.3,0
2026-05-04 18:00:00,PZ-001,EQ-005,OBM,84.1,10.9,322.5,0
2026-05-05 00:00:00,PZ-001,EQ-005,OBM,44.5,14.0,317.1,0
2026-05-05 06:00:00,PZ-001,EQ-005,WBM,45.7,10.2,828.1,0
2026-05-05 12:00:00,PZ-001,EQ-005,OBM,57.9,11.4,429.0,0
2026-05-05 18:00:00,PZ-001,EQ-005,OBM,68.4,10.8,821.8,0
2026-05-06 00:00:00,PZ-001,EQ-005,OBM,40.7,12.4,483.4,0
2026-05-06 06:00:00,PZ-001,EQ-005,OBM,59.6,11.9,703.0,0
2026-05-06 12:00:00,PZ-001,EQ-005,OBM,51.2,13.3,621.9,0
2026-05-06 18:00:00,PZ-001,EQ-005,OBM,54.1,10.0,417.6,0
2026-05-07 00:00:00,PZ-001,EQ-005,OBM,69.7,15.7,701.3,0
2026-05-07 06:00:00,PZ-001,EQ-005,OBM,78.8,12.1,622.2,0
2026-05-07 12:00:00,PZ-001,EQ-005,OBM,80.7,9.6,405.1,0
2026-05-07 18:00:00,PZ-001,EQ-005,OBM,76.7,15.9,513.9,0
2026-05-08 00:00:00,PZ-001,EQ-005,OBM,67.2,10.4,572.2,0
2026-05-08 06:00:00,PZ-001,EQ-005,OBM,62.5,11.1,835.6,0
2026-05-08 12:00:00,PZ-001,EQ-005,OBM,52.6,14.1,433.2,0
2026-05-08 18:00:00,PZ-001,EQ-005,OBM,53.0,13.4,364.9,0
2026-05-09 00:00:00,PZ-001,EQ-005,WBM,40.0,9.9,813.5,0
2026-05-09 06:00:00,PZ-001,EQ-005,WBM,75.0,13.3,834.0,0
2026-05-09 12:00:00,PZ-001,EQ-005,OBM,42.9,11.8,830.1,0
2026-05-09 18:00:00,PZ-001,EQ-005,WBM,45.4,13.9,654.7,0
2026-05-10 00:00:00,PZ-001,EQ-005,OBM,41.0,11.1,806.6,0
2026-05-10 06:00:00,PZ-001,EQ-005,WBM,64.0,14.8,356.7,0
2026-05-10 12:00:00,PZ-001,EQ-005,OBM,48.2,14.0,511.7,0
2026-05-10 18:00:00,PZ-001,EQ-005,OBM,83.3,9.9,531.3,0
2026-05-11 00:00:00,PZ-001,EQ-005,WBM,56.3,9.4,677.0,0
2026-05-11 06:00:00,PZ-001,EQ-005,WBM,76.7,14.6,567.5,0
2026-05-11 12:00:00,PZ-001,EQ-005,OBM,53.0,10.7,701.8,0
2026-05-11 18:00:00,PZ-001,EQ-005,WBM,40.3,10.1,337.9,0
2026-05-12 00:00:00,PZ-001,EQ-005,WBM,46.7,10.7,814.9,0
2026-05-12 06:00:00,PZ-001,EQ-005,WBM,79.3,11.8,484.3,0
2026-05-12 12:00:00,PZ-001,EQ-005,WBM,54.3,13.7,459.3,0
2026-05-12 18:00:00,PZ-001,EQ-005,WBM,48.6,11.9,815.3,0
2026-05-13 00:00:00,PZ-001,EQ-005,OBM,51.5,9.9,332.2,0
2026-05-13 06:00:00,PZ-001,EQ-005,WBM,47.8,14.3,308.7,0
2026-05-13 12:00:00,PZ-001,EQ-005,WBM,62.8,12.9,472.4,0
2026-05-13 18:00:00,PZ-001,EQ-005,OBM,79.2,10.3,353.7,0
2026-05-14 00:00:00,PZ-001,EQ-005,WBM,64.8,11.5,369.2,0
2026-05-14 06:00:00,PZ-001,EQ-005,OBM,49.1,12.2,738.3,0
2026-05-14 12:00:00,PZ-001,EQ-005,WBM,64.7,13.9,736.0,0
2026-05-14 18:00:00,PZ-001,EQ-005,WBM,72.0,13.7,313.4,0
2026-05-15 00:00:00,PZ-001,EQ-005,WBM,70.1,10.5,625.0,0
2026-05-15 06:00:00,PZ-001,EQ-005,OBM,81.5,15.8,305.9,0
2026-05-15 12:00:00,PZ-001,EQ-005,OBM,78.7,10.8,839.6,0
2026-05-15 18:00:00,PZ-001,EQ-005,OBM,43.9,10.3,717.1,0
2026-05-16 00:00:00,PZ-001,EQ-005,OBM,40.6,13.6,500.8,0
2026-05-16 06:00:00,PZ-001,EQ-005,OBM,55.4,9.8,338.3,0
2026-05-16 12:00:00,PZ-001,EQ-005,OBM,73.4,12.6,532.3,0
2026-05-16 18:00:00,PZ-001,EQ-005,WBM,55.1,15.8,780.5,0
2026-05-17 00:00:00,PZ-001,EQ-005,OBM,78.1,12.1,309.9,0
2026-05-17 06:00:00,PZ-001,EQ-005,OBM,83.6,13.9,339.0,0
2026-05-17 12:00:00,PZ-001,EQ-005,OBM,77.9,13.3,654.4,0
2026-05-17 18:00:00,PZ-001,EQ-005,OBM,75.5,10.8,689.8,0
2026-05-18 00:00:00,PZ-001,EQ-005,WBM,49.1,10.3,485.8,0
2026-05-18 06:00:00,PZ-001,EQ-005,OBM,61.5,10.9,316.0,0
2026-05-18 12:00:00,PZ-001,EQ-005,WBM,53.4,15.1,710.7,0
2026-05-18 18:00:00,PZ-001,EQ-005,OBM,45.9,13.9,413.3,0
2026-05-19 00:00:00,PZ-001,EQ-005,WBM,77.1,9.9,796.7,0
2026-05-19 06:00:00,PZ-001,EQ-005,OBM,73.5,13.3,741.7,0
2026-05-19 12:00:00,PZ-001,EQ-005,OBM,60.8,15.6,567.5,0
2026-05-19 18:00:00,PZ-001,EQ-005,OBM,77.0,12.9,398.9,0
2026-05-20 00:00:00,PZ-001,EQ-005,OBM,73.9,14.7,318.1,0
2026-05-20 06:00:00,PZ-001,EQ-005,OBM,77.4,9.3,768.8,0
2026-05-20 12:00:00,PZ-001,EQ-005,WBM,54.3,11.0,592.0,0
2026-05-20 18:00:00,PZ-001,EQ-005,WBM,76.6,9.9,428.4,0
2026-05-21 00:00:00,PZ-001,EQ-005,OBM,74.4,12.1,734.4,0
2026-05-21 06:00:00,PZ-001,EQ-005,WBM,47.0,12.1,518.3,0
2026-05-21 12:00:00,PZ-001,EQ-005,OBM,57.5,10.2,424.8,0
2026-05-21 18:00:00,PZ-001,EQ-005,OBM,63.2,10.2,664.6,0
2026-05-22 00:00:00,PZ-001,EQ-005,WBM,62.1,15.8,483.3,0
2026-05-22 06:00:00,PZ-001,EQ-005,WBM,67.3,9.6,827.6,0
2026-05-22 12:00:00,PZ-001,EQ-005,OBM,71.7,13.1,547.5,0
2026-05-22 18:00:00,PZ-001,EQ-005,OBM,62.5,15.5,620.8,0
2026-05-23 00:00:00,PZ-001,EQ-005,OBM,49.4,9.0,432.8,0
2026-05-23 06:00:00,PZ-001,EQ-005,WBM,60.2,15.9,492.6,0
2026-05-23 12:00:00,PZ-001,EQ-005,WBM,42.2,14.4,613.9,0
2026-05-23 18:00:00,PZ-001,EQ-005,WBM,65.7,10.8,425.4,0
2026-05-24 00:00:00,PZ-001,EQ-005,WBM,53.9,9.8,842.2,0
2026-05-24 06:00:00,PZ-001,EQ-005,WBM,49.0,13.1,335.2,0
2026-05-24 12:00:00,PZ-001,EQ-005,OBM,51.1,12.2,312.2,0
2026-05-24 18:00:00,PZ-001,EQ-005,OBM,52.2,10.4,659.7,0
2026-05-25 00:00:00,PZ-001,EQ-005,WBM,71.0,13.0,772.3,0
2026-05-25 06:00:00,PZ-001,EQ-005,OBM,70.3,9.8,682.2,0
2026-05-25 12:00:00,PZ-001,EQ-005,OBM,46.4,13.5,510.1,0
2026-05-25 18:00:00,PZ-001,EQ-005,WBM,83.3,15.3,448.7,0
2026-05-26 00:00:00,PZ-001,EQ-005,OBM,51.4,12.1,586.1,0
2026-05-26 06:00:00,PZ-001,EQ-005,WBM,49.9,11.0,544.0,0
2026-05-26 12:00:00,PZ-001,EQ-005,OBM,71.7,9.6,657.6,0
2026-05-26 18:00:00,PZ-001,EQ-005,OBM,40.1,10.7,810.3,0
2026-05-27 00:00:00,PZ-001,EQ-005,OBM,74.5,9.6,582.6,0
2026-05-27 06:00:00,PZ-001,EQ-005,WBM,76.5,9.9,557.8,0
2026-05-27 12:00:00,PZ-001,EQ-005,WBM,84.0,16.0,605.6,0
2026-05-27 18:00:00,PZ-001,EQ-005,WBM,59.1,11.2,454.3,0
2026-05-28 00:00:00,PZ-001,EQ-005,WBM,73.0,9.0,627.9,0
2026-05-28 06:00:00,PZ-001,EQ-005,WBM,48.3,13.6,691.9,0
2026-05-28 12:00:00,PZ-001,EQ-005,WBM,51.3,15.7,807.8,0
2026-05-28 18:00:00,PZ-001,EQ-005,OBM,60.4,12.0,386.2,0
2026-05-29 00:00:00,PZ-001,EQ-005,OBM,41.0,12.1,729.7,0
2026-05-29 06:00:00,PZ-001,EQ-005,OBM,80.9,9.1,606.4,0
2026-05-29 12:00:00,PZ-001,EQ-005,OBM,54.6,10.0,788.2,0
2026-05-29 18:00:00,PZ-001,EQ-005,OBM,66.4,13.7,742.3,0
2026-05-30 00:00:00,PZ-001,EQ-005,WBM,63.1,14.6,505.5,0
2026-05-30 06:00:00,PZ-001,EQ-005,WBM,81.2,9.6,656.5,0
2026-05-30 12:00:00,PZ-001,EQ-005,OBM,70.6,9.5,626.5,0
2026-05-30 18:00:00,PZ-001,EQ-005,OBM,47.7,15.3,660.9,0
2026-05-31 00:00:00,PZ-001,EQ-005,OBM,64.4,15.4,795.0,0
2026-05-31 06:00:00,PZ-001,EQ-005,WBM,57.7,11.7,457.8,0
2026-05-31 12:00:00,PZ-001,EQ-005,OBM,43.1,13.7,395.1,0
2026-05-31 18:00:00,PZ-001,EQ-005,WBM,52.1,14.4,786.8,0
2026-06-01 00:00:00,PZ-001,EQ-005,OBM,61.2,15.1,719.5,0
2026-06-01 06:00:00,PZ-001,EQ-005,OBM,78.1,9.1,521.6,0
2026-06-01 12:00:00,PZ-001,EQ-005,OBM,64.4,12.7,491.3,0
2026-06-01 18:00:00,PZ-001,EQ-005,OBM,58.8,14.0,773.7,0
2026-06-02 00:00:00,PZ-001,EQ-005,OBM,58.4,13.8,437.4,0
2026-06-02 06:00:00,PZ-001,EQ-005,OBM,58.8,15.4,846.2,0
2026-06-02 12:00:00,PZ-001,EQ-005,WBM,82.8,15.7,353.7,0
2026-06-02 18:00:00,PZ-001,EQ-005,WBM,84.8,10.3,576.4,0
2026-06-03 00:00:00,PZ-001,EQ-005,WBM,67.2,10.9,774.3,0
2026-06-03 06:00:00,PZ-001,EQ-005,OBM,70.3,10.6,319.1,0
2026-06-03 12:00:00,PZ-001,EQ-005,WBM,76.4,14.6,551.4,0
2026-06-03 18:00:00,PZ-001,EQ-005,OBM,77.2,12.0,451.5,0
2026-06-04 00:00:00,PZ-001,EQ-005,OBM,60.2,12.1,350.1,0
2026-06-04 06:00:00,PZ-001,EQ-005,WBM,48.9,11.9,425.3,0
2026-06-04 12:00:00,PZ-001,EQ-005,WBM,60.2,12.8,411.9,0
2026-06-04 18:00:00,PZ-001,EQ-005,OBM,59.5,11.9,319.6,0
2026-06-05 00:00:00,PZ-001,EQ-005,OBM,65.1,13.9,397.6,0
2026-06-05 06:00:00,PZ-001,EQ-005,OBM,82.6,10.0,573.7,0
2026-06-05 12:00:00,PZ-001,EQ-005,WBM,54.6,10.0,690.5,0
2026-06-05 18:00:00,PZ-001,EQ-005,WBM,40.4,14.7,396.9,0
2026-06-06 00:00:00,PZ-001,EQ-005,WBM,66.3,11.2,347.8,0
2026-06-06 06:00:00,PZ-001,EQ-005,WBM,59.3,13.6,445.1,0
2026-06-06 12:00:00,PZ-001,EQ-005,OBM,67.3,15.7,624.2,0
2026-06-06 18:00:00,PZ-001,EQ-005,OBM,81.8,14.8,477.6,0
2026-06-07 00:00:00,PZ-001,EQ-005,WBM,62.7,14.2,576.8,0
2026-06-07 06:00:00,PZ-001,EQ-005,OBM,76.3,11.0,665.3,0
2026-06-07 12:00:00,PZ-001,EQ-005,OBM,78.0,12.7,680.3,0
2026-06-07 18:00:00,PZ-001,EQ-005,OBM,54.1,14.3,421.0,0
2026-06-08 00:00:00,PZ-001,EQ-005,OBM,72.6,11.8,418.1,0
2026-06-08 06:00:00,PZ-001,EQ-005,WBM,47.9,14.2,438.6,0
2026-06-08 12:00:00,PZ-001,EQ-005,WBM,84.2,11.7,344.0,0
2026-06-08 18:00:00,PZ-001,EQ-005,OBM,67.0,11.9,537.5,0
2026-06-09 00:00:00,PZ-001,EQ-005,OBM,62.7,10.0,357.1,0
2026-06-09 06:00:00,PZ-001,EQ-005,WBM,67.4,10.4,438.3,0
2026-06-09 12:00:00,PZ-001,EQ-005,OBM,78.5,10.6,480.2,0
2026-06-09 18:00:00,PZ-001,EQ-005,OBM,40.9,13.7,587.7,0
2026-06-10 00:00:00,PZ-001,EQ-005,WBM,76.2,14.5,369.9,0
2026-06-10 06:00:00,PZ-001,EQ-005,WBM,51.5,10.8,605.9,0
2026-06-10 12:00:00,PZ-001,EQ-005,OBM,45.7,15.8,426.9,0
2026-06-10 18:00:00,PZ-001,EQ-005,WBM,46.4,15.0,469.9,0
2026-06-11 00:00:00,PZ-001,EQ-005,OBM,61.2,12.5,702.7,0
2026-06-11 06:00:00,PZ-001,EQ-005,OBM,80.3,9.4,377.4,0
2026-06-11 12:00:00,PZ-001,EQ-005,OBM,58.2,10.0,578.7,0
2026-06-11 18:00:00,PZ-001,EQ-005,OBM,74.4,10.8,564.4,0
2026-06-12 00:00:00,PZ-001,EQ-005,OBM,77.9,11.9,722.3,0
2026-06-12 06:00:00,PZ-001,EQ-005,WBM,49.1,11.8,765.2,0
2026-06-12 12:00:00,PZ-001,EQ-005,OBM,71.9,13.1,496.5,0
2026-06-12 18:00:00,PZ-001,EQ-005,WBM,43.8,15.9,370.0,0
2026-06-13 00:00:00,PZ-001,EQ-005,OBM,53.6,13.6,481.0,0
2026-06-13 06:00:00,PZ-001,EQ-005,WBM,55.4,11.9,696.2,0
2026-06-13 12:00:00,PZ-001,EQ-005,OBM,41.9,12.5,621.3,0
2026-06-13 18:00:00,PZ-001,EQ-005,WBM,65.8,15.0,433.1,0
2026-06-14 00:00:00,PZ-001,EQ-005,WBM,73.0,15.5,661.5,0
2026-06-14 06:00:00,PZ-001,EQ-005,WBM,81.4,12.3,315.9,0
2026-06-14 12:00:00,PZ-001,EQ-005,OBM,45.6,10.5,335.5,0
2026-06-14 18:00:00,PZ-001,EQ-005,OBM,62.8,14.7,773.6,0
2026-06-15 00:00:00,PZ-001,EQ-005,WBM,71.3,11.9,611.1,0
2026-06-15 06:00:00,PZ-001,EQ-005,WBM,81.3,9.9,669.3,0
2026-06-15 12:00:00,PZ-001,EQ-005,WBM,75.7,15.4,393.3,0
2026-06-15 18:00:00,PZ-001,EQ-005,OBM,82.2,15.4,600.5,0
2026-06-16 00:00:00,PZ-001,EQ-005,WBM,42.7,12.0,519.6,0
2026-06-16 06:00:00,PZ-001,EQ-005,WBM,47.9,14.9,464.0,0
2026-06-16 12:00:00,PZ-001,EQ-005,OBM,42.3,15.6,590.0,0
2026-06-16 18:00:00,PZ-001,EQ-005,WBM,55.2,9.1,500.0,0
2026-06-17 00:00:00,PZ-001,EQ-005,OBM,70.9,9.8,381.3,0
2026-06-17 06:00:00,PZ-001,EQ-005,WBM,41.3,14.6,310.7,0
2026-06-17 12:00:00,PZ-001,EQ-005,WBM,83.9,13.2,704.2,0
2026-06-17 18:00:00,PZ-001,EQ-005,OBM,77.8,13.6,576.3,0
2026-06-18 00:00:00,PZ-001,EQ-005,WBM,66.7,14.9,496.3,0
2026-06-18 06:00:00,PZ-001,EQ-005,OBM,72.7,9.8,413.3,0
2026-06-18 12:00:00,PZ-001,EQ-005,OBM,42.8,13.8,501.6,0
2026-06-18 18:00:00,PZ-001,EQ-005,OBM,45.2,11.2,745.6,0
2026-06-19 00:00:00,PZ-001,EQ-005,WBM,77.1,15.9,606.3,0
2026-06-19 06:00:00,PZ-001,EQ-005,WBM,47.7,14.3,725.4,0
2026-06-19 12:00:00,PZ-001,EQ-005,WBM,65.3,10.5,487.5,0
2026-06-19 18:00:00,PZ-001,EQ-005,WBM,68.7,13.6,824.8,0
2026-06-20 00:00:00,PZ-001,EQ-005,OBM,63.9,10.3,534.1,0
2026-06-20 06:00:00,PZ-001,EQ-005,OBM,67.3,11.8,445.9,0
2026-06-20 12:00:00,PZ-001,EQ-005,OBM,69.0,13.8,504.9,0
2026-06-20 18:00:00,PZ-001,EQ-005,OBM,74.8,12.2,636.5,0
2026-06-21 00:00:00,PZ-001,EQ-005,OBM,77.6,13.8,581.9,0
2026-06-21 06:00:00,PZ-001,EQ-005,OBM,70.6,12.9,643.7,0
2026-06-21 12:00:00,PZ-001,EQ-005,OBM,75.6,11.6,609.5,0
2026-06-21 18:00:00,PZ-001,EQ-005,WBM,51.3,13.8,768.7,0
2026-06-22 00:00:00,PZ-001,EQ-005,OBM,58.1,10.1,365.1,0
2026-06-22 06:00:00,PZ-001,EQ-005,OBM,60.6,13.6,803.0,0
2026-06-22 12:00:00,PZ-001,EQ-005,OBM,67.8,13.2,460.9,0
2026-06-22 18:00:00,PZ-001,EQ-005,OBM,45.1,12.7,355.7,0
2026-06-23 00:00:00,PZ-001,EQ-005,OBM,76.4,11.6,368.8,0
2026-06-23 06:00:00,PZ-001,EQ-005,WBM,51.0,12.9,312.0,0
2026-06-23 12:00:00,PZ-001,EQ-005,WBM,66.0,13.9,648.8,0
2026-06-23 18:00:00,PZ-001,EQ-005,WBM,59.3,12.0,529.4,0
2026-06-24 00:00:00,PZ-001,EQ-005,OBM,63.3,12.0,845.4,0
2026-06-24 06:00:00,PZ-001,EQ-005,WBM,45.0,14.9,848.4,0
2026-06-24 12:00:00,PZ-001,EQ-005,WBM,82.4,14.0,462.6,0
2026-06-24 18:00:00,PZ-001,EQ-005,OBM,76.5,14.2,705.3,0
2026-06-25 00:00:00,PZ-001,EQ-005,OBM,52.4,15.5,500.6,0
2026-06-25 06:00:00,PZ-001,EQ-005,WBM,63.2,9.7,663.1,0
2026-06-25 12:00:00,PZ-001,EQ-005,OBM,63.5,9.3,813.4,0
2026-06-25 18:00:00,PZ-001,EQ-005,OBM,75.8,14.2,542.6,0
2026-06-26 00:00:00,PZ-001,EQ-005,OBM,78.4,14.6,322.8,0
2026-06-26 06:00:00,PZ-001,EQ-005,WBM,44.6,13.2,780.6,0
2026-06-26 12:00:00,PZ-001,EQ-005,OBM,81.0,14.7,585.8,0
2026-06-26 18:00:00,PZ-001,EQ-005,OBM,47.1,9.9,403.6,0
2026-06-27 00:00:00,PZ-001,EQ-005,OBM,76.0,12.0,571.2,0
2026-06-27 06:00:00,PZ-001,EQ-005,OBM,76.1,10.7,323.0,0
2026-06-27 12:00:00,PZ-001,EQ-005,OBM,58.1,13.5,602.8,0
2026-06-27 18:00:00,PZ-001,EQ-005,WBM,59.3,15.2,828.5,0
2026-06-28 00:00:00,PZ-001,EQ-005,OBM,66.3,13.8,816.5,0
2026-06-28 06:00:00,PZ-001,EQ-005,OBM,71.0,13.8,438.8,0
2026-06-28 12:00:00,PZ-001,EQ-005,OBM,61.4,14.6,497.9,0
2026-06-28 18:00:00,PZ-001,EQ-005,OBM,66.8,9.2,393.6,0
2026-06-29 00:00:00,PZ-001,EQ-005,OBM,62.9,9.4,758.8,0
2026-06-29 06:00:00,PZ-001,EQ-005,WBM,68.5,14.7,652.5,0
2026-06-29 12:00:00,PZ-001,EQ-005,OBM,49.5,11.2,432.0,0
2026-06-29 18:00:00,PZ-001,EQ-005,WBM,82.0,11.3,420.4,0
2026-06-30 00:00:00,PZ-001,EQ-005,WBM,64.1,11.4,372.6,0
2026-06-30 06:00:00,PZ-001,EQ-005,OBM,41.4,14.4,642.0,0
2026-06-30 12:00:00,PZ-001,EQ-005,OBM,66.6,15.5,304.7,0
2026-06-30 18:00:00,PZ-001,EQ-005,WBM,47.5,10.3,669.6,0
2026-07-01 00:00:00,PZ-001,EQ-005,OBM,50.2,11.2,841.3,0
2026-07-01 06:00:00,PZ-001,EQ-005,OBM,65.0,14.9,564.5,0
2026-07-01 12:00:00,PZ-001,EQ-005,OBM,64.2,10.1,578.1,0
2026-07-01 18:00:00,PZ-001,EQ-005,OBM,45.7,15.1,581.7,0
2026-07-02 00:00:00,PZ-001,EQ-005,WBM,71.5,15.5,506.5,0
2026-07-02 06:00:00,PZ-001,EQ-005,OBM,75.8,9.0,647.3,0
2026-07-02 12:00:00,PZ-001,EQ-005,WBM,60.3,10.7,734.4,0
2026-07-02 18:00:00,PZ-001,EQ-005,OBM,57.7,11.0,752.5,0
2026-07-03 00:00:00,PZ-001,EQ-005,OBM,63.4,12.1,440.8,0
2026-07-03 06:00:00,PZ-001,EQ-005,WBM,74.1,10.6,330.6,0
2026-07-03 12:00:00,PZ-001,EQ-005,WBM,68.1,11.4,369.6,0
2026-07-03 18:00:00,PZ-001,EQ-005,WBM,77.8,12.6,376.5,0
2026-07-04 00:00:00,PZ-001,EQ-005,OBM,48.5,10.9,593.9,0
2026-07-04 06:00:00,PZ-001,EQ-005,OBM,72.3,15.1,419.0,0
2026-07-04 12:00:00,PZ-001,EQ-005,OBM,56.1,15.9,444.4,0
2026-07-04 18:00:00,PZ-001,EQ-005,OBM,59.6,11.3,398.3,0
2026-07-05 00:00:00,PZ-001,EQ-005,OBM,65.5,15.7,475.0,0
2026-07-05 06:00:00,PZ-001,EQ-005,OBM,74.1,10.6,342.1,0
2026-07-05 12:00:00,PZ-001,EQ-005,OBM,69.0,10.9,848.2,0
2026-07-05 18:00:00,PZ-001,EQ-005,OBM,77.1,14.7,814.1,0
2026-07-06 00:00:00,PZ-001,EQ-005,OBM,67.4,12.3,644.6,0
2026-07-06 06:00:00,PZ-001,EQ-005,OBM,61.0,13.0,544.6,0
2026-07-06 12:00:00,PZ-001,EQ-005,OBM,40.8,12.8,348.7,0
2026-07-06 18:00:00,PZ-001,EQ-005,OBM,51.6,11.4,335.2,0
2026-07-07 00:00:00,PZ-001,EQ-005,OBM,62.2,15.2,518.5,0
2026-07-07 06:00:00,PZ-001,EQ-005,WBM,72.1,12.9,797.3,0
2026-07-07 12:00:00,PZ-001,EQ-005,OBM,75.4,15.6,495.7,0
2026-07-07 18:00:00,PZ-001,EQ-005,OBM,62.4,15.9,554.3,0
2026-07-08 00:00:00,PZ-001,EQ-005,OBM,78.0,10.2,797.5,0
2026-07-08 06:00:00,PZ-001,EQ-005,WBM,80.8,12.7,375.8,0
2026-07-08 12:00:00,PZ-001,EQ-005,OBM,47.8,13.1,682.4,0
2026-07-08 18:00:00,PZ-001,EQ-005,OBM,79.8,12.3,510.6,0
2026-07-09 00:00:00,PZ-001,EQ-005,OBM,79.6,11.3,517.9,0
2026-07-09 06:00:00,PZ-001,EQ-005,OBM,50.3,14.8,462.6,0
2026-07-09 12:00:00,PZ-001,EQ-005,OBM,66.4,10.3,704.3,0
2026-07-09 18:00:00,PZ-001,EQ-005,WBM,64.6,14.0,327.5,0
2026-07-10 00:00:00,PZ-001,EQ-005,OBM,76.4,10.7,638.4,0
2026-07-10 06:00:00,PZ-001,EQ-005,OBM,78.8,9.6,727.9,0
2026-07-10 12:00:00,PZ-001,EQ-005,OBM,69.4,15.5,331.2,0
2026-07-10 18:00:00,PZ-001,EQ-005,WBM,84.4,14.0,638.1,0
2026-07-11 00:00:00,PZ-001,EQ-005,OBM,76.6,13.7,486.5,0
2026-07-11 06:00:00,PZ-001,EQ-005,OBM,72.4,9.7,648.6,0
2026-07-11 12:00:00,PZ-001,EQ-005,OBM,64.3,9.9,589.6,0
2026-07-11 18:00:00,PZ-001,EQ-005,WBM,77.9,9.1,471.7,0
2026-07-12 00:00:00,PZ-001,EQ-005,WBM,53.4,9.4,628.1,0
2026-07-12 06:00:00,PZ-001,EQ-005,OBM,42.4,9.4,467.9,0
2026-07-12 12:00:00,PZ-001,EQ-005,OBM,74.7,10.0,758.8,0
2026-07-12 18:00:00,PZ-001,EQ-005,WBM,84.3,9.2,849.2,0
2026-07-13 00:00:00,PZ-001,EQ-005,OBM,42.7,10.9,808.6,0
2026-07-13 06:00:00,PZ-001,EQ-005,OBM,85.0,10.8,616.8,0
2026-07-13 12:00:00,PZ-001,EQ-005,WBM,46.7,12.2,512.2,0
2026-07-13 18:00:00,PZ-001,EQ-005,WBM,83.7,9.1,630.7,0
2026-07-14 00:00:00,PZ-001,EQ-005,WBM,46.8,14.5,788.2,0
2026-07-14 06:00:00,PZ-001,EQ-005,OBM,56.0,9.5,670.3,0
2026-07-14 12:00:00,PZ-001,EQ-005,WBM,84.6,9.5,664.0,0
2026-07-14 18:00:00,PZ-001,EQ-005,OBM,60.6,10.8,693.6,0
2026-07-15 00:00:00,PZ-001,EQ-005,WBM,77.6,11.2,698.8,0
2026-07-15 06:00:00,PZ-001,EQ-005,WBM,54.2,13.2,655.0,0
2026-07-15 12:00:00,PZ-001,EQ-005,WBM,56.8,13.8,669.0,0
2026-07-15 18:00:00,PZ-001,EQ-005,WBM,73.9,9.7,345.3,0
2026-07-16 00:00:00,PZ-001,EQ-005,OBM,42.0,11.4,398.5,0
2026-07-16 06:00:00,PZ-001,EQ-005,OBM,62.3,12.0,825.8,0
2026-07-16 12:00:00,PZ-001,EQ-005,OBM,73.1,12.9,811.0,0
2026-07-16 18:00:00,PZ-001,EQ-005,OBM,44.0,13.3,458.5,0
2026-07-17 00:00:00,PZ-001,EQ-005,OBM,64.0,9.5,684.0,0
2026-07-17 06:00:00,PZ-001,EQ-005,WBM,61.1,14.0,591.2,0
2026-07-17 12:00:00,PZ-001,EQ-005,WBM,67.5,15.6,669.5,0
2026-07-17 18:00:00,PZ-001,EQ-005,OBM,80.1,9.7,843.9,0
2026-07-18 00:00:00,PZ-001,EQ-005,WBM,82.0,11.5,764.6,0
2026-07-18 06:00:00,PZ-001,EQ-005,OBM,68.5,14.4,318.6,0
